% f (Hz),Material Switch 2 index,Time (s),Coil current A (A),Coil current B (A),Coil current C (A),Coil voltage A (V),Coil voltage B (V),Coil voltage C (V),Axial torque (N*m),Rotor Losses (W),Stator Losses (W),Coil Losses (W)
100,1,0.011441250232583631,2.781664546698222,0.4990769208270645,-3.2807414675252837,970.6304004194138,-1074.728814191958,42.50683548665653,3.217489938952358,2.698934337347424,23.052636944737003,574.883157540106
100,1,0.011455139121472521,2.800602366027816,0.468513893592,-3.269116259619818,888.7793841757973,-1071.0625532159138,60.05113170788839,3.2381724409412755,2.7001170452923864,23.048556913278425,574.8831575401064
100,1,0.01146902801036141,2.8193269086442645,0.43791518721001954,-3.2572420958542834,827.5375076303723,-1069.0322524588787,58.55786661027503,3.276817660925281,2.7013982935336984,23.040810218148366,574.8831575401064
100,1,0.0114829168992503,2.8378367486011515,0.4072831318910692,-3.2451198804922217,796.7193832063052,-1102.433232468967,65.85596897064153,3.337800662564464,2.7020250597301083,23.031309157456885,574.8831575401059
100,1,0.01149680578813919,2.856130476302501,0.37662006038477075,-3.232750536687268,756.7268649731778,-1094.8958181888465,78.51382115418605,3.40294111044157,2.702712087440951,23.017634565351198,574.8831575401059
100,1,0.01151069467702808,2.8742066986101227,0.34592830780272393,-3.2201350064128436,763.154296528417,-1094.6603235149,96.83027237931978,3.489518074772281,2.7034093780903383,23.00472780586518,574.8831575401061
100,1,0.01152458356591697,2.8920640389497,0.31521021144072203,-3.207274250390423,826.2510117168878,-1095.515799194694,85.00236300677786,3.5217589424750586,2.7039700670929787,23.003237458688336,574.8831575401061
100,1,0.011538472454805859,2.9097011374156296,0.28446811060073923,-3.1941692480163684,876.9509643768822,-1050.5799526699304,88.17730465639256,3.5080088856393954,2.7055077932724227,23.011233648132656,574.8831575401061
100,1,0.011552361343694749,2.9271166508745794,0.25370434641276485,-3.1808209972873454,857.6645449270735,-1059.8790876826117,102.7843200980044,3.5207346469448777,2.707274654366544,23.018531481937767,574.8831575401058
100,1,0.011566250232583638,2.9443092530677717,0.22292126165656106,-3.1672305147243303,794.2273094886325,-1090.8127139722183,95.95574971710788,3.534158144043492,2.7079797906768865,23.019898608245903,574.8831575401058
100,1,0.011580139121472528,2.961277634711987,0.19212120058320115,-3.153398835295189,738.8552670685385,-1075.5993293033769,111.9881147868613,3.5521266987575895,2.709115125854142,23.01484972998955,574.8831575401064
100,1,0.011594028010361418,2.978020503599267,0.1613065087365893,-3.139327012335858,729.3244098541387,-1081.1444678188532,153.08280638785192,3.5933314462424994,2.709879726724886,23.003874922690464,574.883157540106
100,1,0.011607916899250307,2.994536584695322,0.13047953277481988,-3.1250161174701416,719.5391068626916,-1100.6436287831737,117.12207812336024,3.64768732742379,2.710414226776898,22.99916269748545,574.8831575401066
100,1,0.011621805788139197,3.010824620236632,0.09964262029145138,-3.110467240528085,750.6073524275498,-1082.0538747602186,139.73639659923694,3.7420070310521796,2.711014582418007,22.99847621170849,574.8831575401061
100,1,0.011635694677028087,3.02688336982623,0.06879811963677185,-3.0956814894629985,757.3284015041208,-1066.5717232608622,148.51316027170327,3.7792963415653893,2.7122169801435345,23.000506727390484,574.8831575401058
100,1,0.011649583565916976,3.0427116105281597,0.03794837973891294,-3.080659990267074,719.8617202877595,-1066.3246750678186,139.7324266306194,3.7511031782641044,2.7137286034352393,23.00041339104536,574.8831575401059
100,1,0.011663472454805866,3.0583081369606107,0.007095749925020075,-3.065403886885631,733.4065965078885,-1071.1717254206437,151.46174356038,3.7376034924739123,2.714563750363443,23.002957165559174,574.8831575401064
100,1,0.011677361343694756,3.0736717613877125,-0.023757420257708176,-3.0499143411300045,709.5078245622393,-1077.651291852682,160.09424546042544,3.728741788259197,2.7154272831852047,23.003712759243353,574.8831575401067
100,1,0.011691250232583645,3.088801313809979,-0.05460878122090321,-3.0341925325890773,642.1787363219751,-1084.1583924129516,192.13010450547307,3.7280982779799468,2.7161836014538703,22.992648111046336,574.8831575401063
100,1,0.011705139121472535,3.1036956420534185,-0.0854559835139755,-3.0182396585394398,665.9014271627098,-1074.9362575110338,165.71908789110643,3.7794829486714425,2.7168917085778133,22.993278425405457,574.8831575401057
100,1,0.011719028010361425,3.1183536118572692,-0.11629667800305318,-3.0020569338542176,694.8041893391046,-1068.8766100598011,185.65931246177797,3.8401335198810522,2.7175702260043235,22.998351495463822,574.8831575401063
100,1,0.011732916899250314,3.13277410696038,-0.14712851604983376,-2.985645590910546,689.3520868691795,-1061.9537308010836,202.60736610145327,3.814804566387406,2.718840534625517,23.003244590926517,574.8831575401063
100,1,0.011746805788139204,3.1469560291862173,-0.17794914969049222,-2.9690068794957267,642.7734240976823,-1074.188460421497,187.3232353362904,3.765952862570734,2.719407932639638,23.004724930356534,574.8831575401064
100,1,0.011760694677028094,3.160898298526498,-0.20875623181444358,-2.952142066712056,598.2755016682656,-1079.86251817618,200.3289611944273,3.7113195993240806,2.7205087487668007,22.9975547103978,574.8831575401064
100,1,0.011774583565916983,3.174599853223429,-0.23954741634310336,-2.935052436880323,630.5587931493278,-1061.3215860386001,233.25879421893023,3.7125700802968566,2.721332174315411,22.991481279024377,574.8831575401056
100,1,0.011788472454805873,3.188059649850574,-0.2703203584085694,-2.9177392914420066,642.3112496332296,-1060.8487290096712,219.8208146693907,3.7387567824052192,2.7214852811840817,22.990340578185215,574.8831575401063
100,1,0.011802361343694763,3.2012766633923087,-0.30107271453214846,-2.90020394886016,598.8160412705724,-1081.894548788908,225.1169417663739,3.7470089634908783,2.722374511407168,22.981080199128353,574.8831575401064
100,1,0.011816250232583652,3.2142498873218788,-0.33180214280287185,-2.8824477445190086,589.401262921643,-1061.2887898192278,243.83730284755998,3.68200175117125,2.723176531302814,22.969033753693747,574.8831575401061
100,1,0.011830139121472542,3.226978333678055,-0.36250630305579024,-2.8644720306222613,590.270017002098,-1061.666695954744,247.37025318610603,3.62739389538062,2.723660683299969,22.958118681272225,574.8831575401058
100,1,0.011844028010361432,3.239461033140368,-0.39318285705023703,-2.846278176090128,579.6882703772399,-1069.784129056276,248.98853675207556,3.6067087086921896,2.7245006565916947,22.946757330046644,574.8831575401056
100,1,0.011857916899250321,3.2516970351029233,-0.42382946864785004,-2.8278675664550748,577.006087285692,-1055.974726570538,265.97413709400803,3.6109848919155283,2.7248664759570946,22.934303146204282,574.8831575401061
100,1,0.011871805788139211,3.2636854077467983,-0.4544438039904967,-2.809241603756302,535.4917354801755,-1077.2545850786648,280.61932575547087,3.6131811031468373,2.725564856491835,22.913832240317483,574.8831575401066
100,1,0.0118856946770281,3.275425238111001,-0.48502353167802514,-2.790401706432978,544.6634133883408,-1061.7016984032755,270.6108254403663,3.556589716819036,2.7259621152766322,22.89656783942135,574.8831575401064
100,1,0.01189958356591699,3.2869156321619974,-0.5155663229457651,-2.7713493092162294,566.2988868733122,-1043.1548477348438,288.640870238454,3.512812748223397,2.726216393869594,22.883417146651745,574.8831575401057
100,1,0.01191347245480588,3.2981557148617937,-0.5460698518419227,-2.752085863019873,519.0873750072845,-1073.014797097862,312.9798237809791,3.4795914079694423,2.727175545789114,22.86274139122023,574.8831575401061
100,1,0.01192736134369477,3.309144630234575,-0.5765317954046671,-2.73261283482991,514.6339855269941,-1066.2276733156984,294.43065305547844,3.4791805626440477,2.727132051385261,22.875793299228068,574.8831575401061
100,1,0.01194125023258366,3.3198815414318887,-0.6069498338390517,-2.712931707592838,522.9553030141117,-1057.7384770886597,311.723711265553,3.4573469794561524,2.7274849672620842,22.899154839759888,574.8831575401061
100,1,0.011955139121472549,3.330365630796378,-0.6373216506936938,-2.693043980102686,487.75534882147724,-1061.0150750187868,336.05230322769745,3.396452748924833,2.728330177883587,22.913351442518053,574.8831575401061
100,1,0.011969028010361439,3.340596099924048,-0.6676449330371383,-2.672951166886906,506.10860006609835,-1048.3118711017112,329.2356767590905,3.3807037346564925,2.7280034282633356,22.933465180779525,574.8831575401057
100,1,0.011982916899250328,3.350572169725064,-0.6979173716340458,-2.6526547980910204,487.56064583235076,-1076.1726809214824,337.5469586791788,3.370578853051255,2.728488240832696,22.952698869667874,574.8831575401061
100,1,0.011996805788139218,3.360293080483088,-0.7281366611210001,-2.632156419362089,472.56431286193947,-1055.704349635632,354.2070303815499,3.324579970884931,2.7290022454413423,22.967722094206344,574.8831575401064
100,1,0.012010694677028108,3.369758091913131,-0.7583005001821205,-2.6114575917310114,489.12151181863516,-1031.2430522141806,363.2406863317081,3.297298365743288,2.728835542661072,22.98436278672635,574.883157540106
100,1,0.012024583565916997,3.3789664832179245,-0.7884065917242723,-2.5905598914936543,444.5120614655406,-1081.2311014796169,366.38810644322615,3.2685297707362726,2.7292084365441616,22.99586290688264,574.8831575401061
100,1,0.012038472454805887,3.3879175531428207,-0.8184526430520178,-2.5694649100907996,458.96111313073993,-1063.3120446802234,382.8569595696891,3.2509676104957728,2.7290656749178144,23.00754475755267,574.8831575401055
100,1,0.012052361343694777,3.396610620029189,-0.8484363660422329,-2.5481742539869576,456.8836002412814,-1062.5308722734876,401.69653015905146,3.22029010309112,2.729121620885784,23.01638840283928,574.8831575401064
100,1,0.012066250232583666,3.405045021866329,-0.8783554773183128,-2.526689544548017,411.7107301330833,-1053.334282868436,389.2285171282807,3.183352053415514,2.729348446398293,23.020806246184417,574.8831575401063
100,1,0.012080139121472556,3.413220116341886,-0.9082076984241094,-2.5050124179177784,447.97002853768896,-1044.3297115984624,415.87920738478635,3.1667686898681966,2.7287909630968423,23.02708175838269,574.8831575401064
100,1,0.012094028010361446,3.421135280890765,-0.9379907559974021,-2.483144524893365,422.77420366587853,-1084.5348668327024,444.14188877299557,3.1382211485449583,2.728936985645386,23.026872824504938,574.883157540106
100,1,0.012107916899250335,3.4287899127425403,-0.9677023819430404,-2.4610875307994964,395.733358884038,-1072.9301200868513,410.69165337395896,3.108113691260094,2.728740906255147,23.02913229195302,574.8831575401059
100,1,0.012121805788139225,3.4361834289673596,-0.997340313605688,-2.4388431153616734,435.48737745416014,-1039.6398633184417,450.0386675106917,3.080874031082764,2.728118905160162,23.03132115455111,574.8831575401063
100,1,0.012135694677028115,3.4433152665203384,-1.0269022939420882,-2.4164129725782515,365.02404504847607,-1086.5758575468121,473.12594936091455,3.0608014744197845,2.727981071974995,23.025864454425758,574.8831575401063
100,1,0.012149583565917004,3.4501848822844345,-1.0563860716929967,-2.3937988105914396,405.3417007789618,-1090.0385032055249,445.7095502130909,3.030567617695614,2.727760488452006,23.031461497581073,574.8831575401063
100,1,0.012163472454805894,3.45679175311181,-1.085789401554575,-2.371002351557232,403.9554662294877,-1060.0596171496593,476.98059959250764,3.0137549449862844,2.727279479218263,23.03606663439209,574.8831575401055
100,1,0.012177361343694784,3.4631353758636743,-1.1151100443494264,-2.3480253315142443,339.67864944457426,-1063.7909071766128,501.19331142625947,3.010007381626505,2.726876954064289,23.030642524555603,574.8831575401057
100,1,0.012191250232583674,3.469215267448592,-1.1443457671970765,-2.324869500251517,388.20580263060526,-1084.416338617107,497.4991521830244,2.972355671279524,2.7260434533056315,23.037968956315392,574.8831575401061
100,1,0.012205139121472563,3.47503096485928,-1.1734943436840335,-2.3015366211752477,373.64210755460783,-1109.9314852056252,507.6771157668901,2.9627250836751196,2.725550731293055,23.04275714372901,574.8831575401063
100,1,0.012219028010361453,3.4805820252078643,-1.202553554033357,-2.2780284711745096,331.9171471502161,-1099.0636086741324,526.0113692695072,2.949962902902021,2.7251300954981805,23.042490339766463,574.8831575401061
100,1,0.012232916899250343,3.485868025759608,-1.2315211852736594,-2.2543468404859452,363.31721782241254,-1066.9212191320582,546.3213051832572,2.947986754924461,2.7240157580233593,23.044833280015578,574.8831575401056
100,1,0.012246805788139232,3.490888563965103,-1.260395031407681,-2.230493532557424,344.14130353012524,-1100.3316751821596,537.8420408839615,2.9411474455695776,2.723498269263016,23.048774021978673,574.8831575401058
100,1,0.012260694677028122,3.495643257490928,-1.2891728935802376,-2.206470363910692,333.4296200581662,-1084.19353575483,552.8104024323021,2.898738644764687,2.7232375857546933,23.050321680369656,574.8831575401063
100,1,0.012274583565917012,3.5001317442487623,-1.317852580245718,-2.182279164003046,342.2926880725777,-1099.4761822084758,592.1079577773977,2.8988953602414558,2.7221054362893518,23.051999650912073,574.8831575401063
100,1,0.012288472454805901,3.5043536824229604,-1.3464319073349387,-2.1579217750880235,305.73138626377835,-1139.4463441629716,578.0239116457846,2.9172185981069076,2.7209903927213976,23.054515799681077,574.883157540106
100,1,0.012302361343694791,3.508308750496585,-1.3749086984214869,-2.1334000520750944,307.31306135064546,-1111.295021181051,600.7582621655346,2.9149247554730473,2.719794619845,23.056189344283865,574.8831575401057
100,1,0.01231625023258368,3.5119966472758892,-1.4032807848874806,-2.1087158623884106,310.4376951311875,-1143.3501051177445,635.8645099191293,2.9347359695635262,2.7186302543774064,23.05825476579786,574.8831575401061
100,1,0.01233013912147257,3.515417091913256,-1.431546006088677,-2.08387108582458,285.8557795539476,-1158.3155979063383,604.204107647359,2.921776494900701,2.7179939905876522,23.06350721829392,574.8831575401059
100,1,0.01234402801036146,3.5185698239285825,-1.45970220951906,-2.058867614409525,306.72896108017324,-1099.0048620710024,632.1051829634931,2.895886698976367,2.717121594680782,23.066621982700276,574.8831575401063
100,1,0.01235791689925035,3.5214546032291203,-1.487747250974721,-2.0337073522544014,291.6604486605676,-1068.4941592477523,671.6369556807759,2.913114499699949,2.7158820707088434,23.062957196391174,574.8831575401064
100,1,0.01237180578813924,3.5240712101277563,-1.5156789947171667,-2.008392215410586,276.84210911390176,-1052.3770284809339,653.1958815269091,2.9024156118628026,2.714985515559457,23.060468965455556,574.8831575401053
100,1,0.012385694677028129,3.5264194453597444,-1.5434953136359806,-1.9829241317237654,282.027900728242,-1153.6130658377772,677.8403168457597,2.924426707906743,2.713542724705553,23.068164107070196,574.8831575401059
100,1,0.012399583565917019,3.52849913009788,-1.5711940894107705,-1.957305040687111,270.3632838408871,-1235.8092917358524,701.9013531420317,2.957516427890516,2.7123683985350246,23.080320314337904,574.8831575401061
100,1,0.012413472454805908,3.530310105966119,-1.598773212672532,-1.931536893293589,252.01750345974358,-1229.5643754012483,698.5914908795397,2.941319578534559,2.7115193967755298,23.091426673923984,574.8831575401061
100,1,0.012427361343694798,3.5318522350516375,-1.6262305831642407,-1.905621651887393,256.69941508540234,-1178.1896632250127,711.5892416604959,2.935990008238332,2.7102395802226114,23.100308891845533,574.8831575401058
100,1,0.012441250232583688,3.5331253999153347,-1.6535641099008396,-1.8795612900144918,244.75374342969906,-1151.3384085145065,741.1615618730682,2.962055811091714,2.7088448804235363,23.101843589456674,574.8831575401055
100,1,0.012455139121472577,3.534129503600777,-1.6807717113284355,-1.8533577922723434,239.54813399701396,-1107.2502307722086,753.3478694136277,2.962848457430372,2.707632857275049,23.098813294512276,574.883157540106
100,1,0.012469028010361467,3.5348644696415814,-1.7078513154828359,-1.827013154158748,239.8653183799609,-1063.974245887139,751.8894997036826,2.968518944224596,2.7060677687912595,23.092037931765766,574.8831575401064
100,1,0.012482916899250357,3.535330242067239,-1.7348008601473526,-1.800529381919888,222.60517949553582,-1036.51292184852,784.3123196106994,2.9875086599077716,2.7044473570031817,23.07747926706745,574.8831575401063
100,1,0.012496805788139246,3.5355267854073746,-1.761618293009809,-1.7739084923975623,222.91367804174297,-1230.3779077961553,784.6183046394334,2.9708425726085763,2.7039723868397565,23.077181667593432,574.8831575401055
100,1,0.012510694677028136,3.5354540846944533,-1.7883015718188757,-1.7471525128755798,229.10125560341476,-1254.933638653047,768.6684392115488,2.96265383516584,2.7032414729427,23.08380434972573,574.8831575401059
100,1,0.012524583565917026,3.5351121454649155,-1.814848664539557,-1.7202634809253603,218.92116225134538,-1249.1513263676154,808.9095110539602,2.9611117305835934,2.7024755141167587,23.08417256362858,574.8831575401058
100,1,0.012538472454805915,3.5345009937587575,-1.841257549507956,-1.6932434442508033,207.90024372565438,-1225.5832490478435,840.7008638616983,2.9723527771905336,2.7013592910569946,23.077848152626743,574.8831575401063
100,1,0.012552361343694805,3.5336206761175473,-1.8675262155852472,-1.6660944605323023,204.2851437990313,-1185.7983571899874,823.7290472877373,2.9868532307282196,2.6999355742504543,23.071399424250046,574.8831575401061
100,1,0.012566250232583695,3.532471259580882,-1.893652662310794,-1.6388185972700846,190.70796669406508,-1147.9325884971643,858.0678490299907,2.992052346420132,2.698570727281191,23.056286822321216,574.8831575401055
100,1,0.012580139121472584,3.5310528316812815,-1.919634900054537,-1.6114179316267463,182.6350431162952,-1103.008719963978,890.0215734840216,3.0174520332783437,2.6968821964593648,23.035889671785867,574.883157540106
100,1,0.012594028010361474,3.529365500437521,-1.9454709501684668,-1.5838945502690562,177.14200325140303,-1059.6603488378628,870.436726149894,3.0412787356063604,2.695192757491484,23.017257964438453,574.8831575401061
100,1,0.012607916899250364,3.527409394346408,-1.9711588451373498,-1.5562505492090608,164.78574900121492,-1151.4112254272868,876.0050165426592,2.976583486434697,2.6946689051158508,23.007225604335936,574.8831575401059
100,1,0.012621805788139253,3.525184662372995,-1.9966966287285233,-1.5284880336444737,170.50665467808324,-1212.3863970554203,896.9950565714528,2.9645121441508877,2.694182527411946,23.005333609171885,574.883157540106
100,1,0.012635694677028143,3.522691473939235,-2.022082356140889,-1.500609117798343,169.24424119208535,-1229.881939224437,888.0264522271922,2.962266305884635,2.6938484875100266,23.01082369681418,574.8831575401056
100,1,0.012649583565917033,3.51993001891108,-2.0473140941530295,-1.4726159247580528,164.47184181853794,-1217.1558968100765,906.4040201560351,2.929410432774918,2.6938193309710963,23.016636752536858,574.8831575401063
100,1,0.012663472454805922,3.5169005075840216,-2.072389921270396,-1.444510586313628,165.8450319510946,-1210.7744552407814,939.34373605901,2.9403318896855053,2.693063828954193,23.024545016789126,574.883157540106
100,1,0.012677361343694812,3.5136031706670763,-2.097307927871679,-1.4162952427953996,155.36327931096082,-1185.7380478709501,948.9411585267098,2.9615240869524007,2.692137672694474,23.03014560874803,574.8831575401061
100,1,0.012691250232583702,3.510038259265217,-2.122066216354197,-1.3879720429110223,143.76447074776874,-1167.598038115022,969.8273406173253,2.9476285909211004,2.691243963034635,23.032001607441064,574.8831575401059
100,1,0.012705139121472591,3.506206044860249,-2.146662901278421,-1.359543143581825,121.36000992655748,-1126.0013184917336,1015.7798681998428,2.9915123577493055,2.689355672103015,23.02492994393675,574.8831575401053
100,1,0.012719028010361481,3.5021068192901366,-2.171096109511574,-1.3310107097785644,116.84913997177811,-1085.0689883804923,1024.6526738181938,3.042239912456549,2.6876591659142868,23.014121138984247,574.8831575401061
100,1,0.01273291689925037,3.497740894726777,-2.1953639803702427,-1.3023769143565367,111.69878894946373,-1140.6416117009676,1009.8132761720186,2.9789923899699904,2.687027736492297,23.011390992959278,574.8831575401059
100,1,0.01274680578813926,3.493108603652229,-2.2194646657621138,-1.2736439378901177,114.54124092614579,-1173.4441095100751,1026.713207153353,2.9289918083099264,2.686749511313441,23.012075743484655,574.8831575401059
100,1,0.01276069467702815,3.488210298833394,-2.2433963303266755,-1.2448139685067154,116.65825608210946,-1176.2655365492303,1017.3286994071382,2.88691598887664,2.6869827314474106,23.01563950322007,574.8831575401053
100,1,0.01277458356591704,3.483046353295147,-2.2671571515750255,-1.215889201720118,119.08908376059907,-1189.1765658049392,1007.4075157809536,2.826864265852638,2.687584452407739,23.022958543483867,574.8831575401055
100,1,0.01278847245480593,3.4776171602919344,-2.2907453200286225,-1.186871840263315,111.4578295974756,-1147.1775923134337,1036.8700151403116,2.801613803086108,2.68798933466275,23.02368661225028,574.883157540106
100,1,0.012802361343694819,3.471923133277823,-2.314159039357123,-1.1577640939207028,101.69159350143538,-1134.0173475239603,1043.802440256506,2.8312588709759012,2.6879061572056577,23.02392989120841,574.883157540106
100,1,0.012816250232583709,3.4659647058750154,-2.337396526515145,-1.1285681793598725,85.73654715557016,-1135.286644943487,1052.6010678838388,2.85586753188975,2.687212793015705,23.023737087066323,574.883157540106
100,1,0.012830139121472598,3.459742331840828,-2.3604560118780697,-1.099286319962755,65.27563967818065,-1096.9588361511626,1073.5370358837552,2.916744140083723,2.6865487121157257,23.017334246037226,574.8831575401053
100,1,0.012844028010361488,3.453256485033133,-2.3833357393768178,-1.069920745656312,58.86251959233007,-1024.6089215123457,1072.1260203555328,3.0151825016358504,2.6854980171284506,23.004406577478232,574.8831575401053
100,1,0.012857916899250378,3.446507659374278,-2.406033966631548,-1.0404736927427325,57.21474673782792,-987.2286576364011,1065.550371540967,3.060356649585024,2.6847616964896956,22.990892471441967,574.8831575401059
100,1,0.012871805788139267,3.439496368813463,-2.4285489650843846,-1.010947403729081,38.88153357918357,-950.2561839416151,1075.0142805441037,3.0806256150351894,2.6845483717293903,22.975308673849472,574.883157540106
100,1,0.012885694677028157,3.432223147287613,-2.450879020131016,-0.9813441271565937,60.14712623910004,-1006.9233982075351,1047.3027329848653,3.0484232862773335,2.6849591627914275,22.97520691327584,574.8831575401057
100,1,0.012899583565917047,3.424688548680703,-2.4730224312513043,-0.951666117429395,59.208370965162345,-1014.272540537325,1039.4369955357322,2.984166125364162,2.6859571815467933,22.98003836729379,574.8831575401056
100,1,0.012913472454805936,3.41689314678159,-2.4949775121387576,-0.9219156346428288,48.0978171104598,-1034.055508393588,1038.023367446226,2.899922733774472,2.6876597306805934,22.989635575451693,574.8831575401057
100,1,0.012927361343694826,3.4088375352403117,-2.516742590828959,-0.8920949444113552,58.22212601178575,-1078.8506161139999,1039.798599473194,2.9056526790903763,2.68883558733233,23.009458614463263,574.883157540106
100,1,0.012941250232583716,3.4005223275228715,-2.5383160098269077,-0.8622063176959667,47.077174781441016,-1111.5886917759544,1061.0489198577327,2.946873659650869,2.6895329301923314,23.036361141732105,574.8831575401058
100,1,0.012955139121472605,3.391948156864535,-2.559696126233214,-0.8322520306313179,13.924391280298138,-1030.2952187416627,1079.926196988531,2.9725810033228557,2.6899315753057236,23.048690215696407,574.8831575401053
100,1,0.012969028010361495,3.38311567622159,-2.5808813118692453,-0.8022343643523419,8.69444813684413,-967.2793972022337,1079.0499366723946,3.051591550694639,2.68983678555063,23.054398170021386,574.8831575401057
100,1,0.012982916899250385,3.374025558221636,-2.6018699534010894,-0.7721556048205437,2.0901548198696247,-903.5306211501553,1090.1179544908439,3.142373438816607,2.6898626839636504,23.05257983542987,574.8831575401056
100,1,0.012996805788139274,3.3646784951123543,-2.6226604524624286,-0.7420180426499288,-11.296998921501896,-844.8317436941458,1099.6846791762348,3.1819792754837284,2.689914720829935,23.041889660486145,574.8831575401059
100,1,0.013010694677028164,3.3550751987087852,-2.6432512257762744,-0.7118239729325141,-14.055597421878517,-811.3297451248455,1081.2914376962667,3.231081313860954,2.6902659039932297,23.028226634588066,574.8831575401059
100,1,0.013024583565917054,3.345216400339135,-2.6636407052755096,-0.681575695063622,-13.298529312583042,-805.7256886852912,1086.2580769908632,3.269985481824584,2.6910218633554863,23.014288180632647,574.8831575401057
100,1,0.013038472454805944,3.335102850789064,-2.6838273382223377,-0.6512755125667233,-5.01778598766829,-909.6816046668264,1074.8648714557185,3.219016455497587,2.6922711785398166,23.014942720170247,574.8831575401056
100,1,0.013052361343694833,3.3247353202445327,-2.703809587326497,-0.6209257329180392,-18.22926797132763,-1092.7838317931103,1041.226846291656,3.225540252368059,2.6937832272936744,23.039207580366153,574.883157540106
100,1,0.013066250232583723,3.314114598233126,-2.7235859308623596,-0.5905286673707694,-18.972745247111575,-1046.4314901012974,1068.9046089345588,3.259366545952528,2.694997545678116,23.05486757514493,574.8831575401058
100,1,0.013080139121472613,3.3032414935639474,-2.743154862784796,-0.5600866307791547,-28.297117648627292,-962.8963500081429,1076.79356471292,3.2533323357063497,2.6959716054377973,23.05933621479667,574.8831575401059
100,1,0.013094028010361502,3.292116834266017,-2.7625148928438716,-0.5296019414221423,-51.2279608511645,-887.1181046823599,1061.8118480257067,3.252510532034244,2.6973080764147963,23.053986463944163,574.8831575401055
100,1,0.013107916899250392,3.280741467525206,-2.7816645466983494,-0.4990769208268535,-48.57979631491693,-812.5002312458281,1098.935114617963,3.315883424442354,2.697825505844731,23.03873180124968,574.8831575401058
100,1,0.013121805788139282,3.2691162596197385,-2.8006023660279404,-0.4685138935918013,-55.130235790166225,-763.462108857216,1100.020209418942,3.3692738551227923,2.6984161944621956,23.01825122683827,574.8831575401058
100,1,0.013135694677028171,3.2572420958542,-2.8193269086443893,-0.43791518720981426,-78.32350264608691,-740.633881249803,1092.5983027692212,3.4237192626595387,2.699264364761798,22.995813349368778,574.8831575401058
100,1,0.013149583565917061,3.2451198804921373,-2.8378367486012763,-0.40728313189086374,-73.00107371152829,-774.7083621152029,1120.564353500292,3.5286802918689575,2.69928028161628,22.98156804346202,574.8831575401057
100,1,0.01316347245480595,3.2327505366871843,-2.8561304763026225,-0.37662006038455886,-69.51463502367645,-956.8777835597883,1055.2544872580527,3.5299180397217764,2.7005824578621986,22.99564091701455,574.8831575401058
100,1,0.01317736134369484,3.2201350064127574,-2.874206698610243,-0.3459283078025119,-81.06463902673734,-920.511155487605,1052.6087058701924,3.505716671084292,2.7022600886477393,23.005746759608286,574.8831575401055
100,1,0.01319125023258373,3.2072742503903355,-2.8920640389498167,-0.3152102114405223,-79.21890400451709,-860.1733353131219,1078.7171232343094,3.530288215796775,2.703570462598456,23.009910259530454,574.8831575401053
100,1,0.01320513912147262,3.1941692480162764,-2.909701137415747,-0.28446811060053306,-87.50806318731492,-797.7093362900505,1068.6209189781487,3.5624535107852995,2.7049355644172683,23.007818214783413,574.8831575401053
100,1,0.01321902801036151,3.1808209972872548,-2.9271166508746935,-0.25370434641255857,-104.12455535049688,-761.1362413681043,1082.5908468767868,3.5721216803782587,2.7058424294934054,23.00078643726462,574.8831575401059
100,1,0.013232916899250399,3.1672305147242374,-2.9443092530678867,-0.22292126165634837,-117.61469822792256,-738.735285529202,1102.886672645558,3.620257690136772,2.706458157795427,22.991046030680877,574.8831575401056
100,1,0.013246805788139289,3.153398835295093,-2.9612776347121015,-0.19212120058298834,-125.07006988187048,-724.5760577476294,1098.6681994562307,3.7279183937292095,2.706932931285893,22.98004450894197,574.8831575401058
100,1,0.013260694677028178,3.139327012335763,-2.978020503599377,-0.16130650873638896,-122.6441691863332,-753.5132132690165,1087.7252759808018,3.802875076253136,2.7074344745408694,22.976874314410306,574.8831575401059
100,1,0.013274583565917068,3.1250161174700413,-2.994536584695432,-0.13047953277461322,-130.3032616670538,-797.557550955816,1055.2584699630545,3.774677880186245,2.7091946803542672,22.98221614784863,574.8831575401056
100,1,0.013288472454805958,3.1104672405279863,-3.010824620236739,-0.09964262029124464,-123.70604565606597,-782.6001678476383,1066.44866258766,3.790562182881993,2.710472334820544,22.988840761448326,574.8831575401056
100,1,0.013302361343694847,3.095681489462898,-3.0268833698263364,-0.06879811963655878,-134.75093271002845,-757.2658888924235,1074.388523543848,3.7905104781623633,2.711327919487163,22.992681033883017,574.8831575401059
100,1,0.013316250232583737,3.080659990266969,-3.0427116105282668,-0.037948379738699856,-164.2023741003572,-704.6149058417546,1074.8648466336547,3.781027581350783,2.712621596492346,22.986307529078243,574.883157540106
100,1,0.013330139121472627,3.0654038868855245,-3.058308136960715,-0.0070957499248132565,-149.3476647666319,-666.8563014441789,1089.617427729627,3.839963122980651,2.713267197283915,22.977356988678856,574.8831575401056
100,1,0.013344028010361516,3.049914341129896,-3.073671761387815,0.02375742025791499,-160.90222578451954,-680.671925469112,1082.7975141476438,3.913928527776144,2.7138357977812584,22.972454809805157,574.8831575401053
100,1,0.013357916899250406,3.034192532588971,-3.0888013138100785,0.05460878122111,-184.26972053078703,-714.4720588555492,1075.5875157198202,3.9282554923586206,2.714598420848185,22.97382315030042,574.8831575401059
